county,label,precinct
FULTON,12E1,12E1
FULTON,12F,12F
FULTON,12G,12G
FULTON,12H1,12H1
FULTON,12H2,12H2
FULTON,12I,12I
FULTON,12J,12J
FULTON,12K,12K
FULTON,12L,12L
FULTON,12M,12M
FULTON,12N,12N
FULTON,12S,12S
FULTON,AP01A,AP01A
FULTON,AP01B,AP01B
FULTON,AP01C,AP01C
FULTON,AP01D,AP01D
FULTON,AP021,AP021
FULTON,AP022,AP022
FULTON,AP02B,AP02B
FULTON,AP03,AP03
FULTON,AP04A,AP04A
FULTON,AP04B,AP04B
FULTON,AP05,AP05
FULTON,AP06,AP06
FULTON,AP07A,AP07A
FULTON,AP07B,AP07B
FULTON,AP09A,AP09A
FULTON,AP09B,AP09B
FULTON,AP10,AP10
FULTON,AP12A,AP12A
FULTON,AP12B,AP12B
FULTON,AP12C,AP12C
FULTON,AP14,AP14
FULTON,CH01,CH01
FULTON,CH02,CH02
FULTON,CH03,CH03
FULTON,CH04A,CH04A
FULTON,CH05,CH05
FULTON,CP011,CP011
FULTON,CP012,CP012
FULTON,CP01B,CP01B
FULTON,CP02,CP02
FULTON,CP04A,CP04A
FULTON,CP04B,CP04B
FULTON,CP051,CP051
FULTON,CP05B,CP05B
FULTON,CP06A,CP06A
FULTON,CP07B,CP07B
FULTON,CP07C,CP07C
FULTON,CP07D,CP07D
FULTON,CP07E,CP07E
FULTON,CP07F,CP07F
FULTON,CP081,CP081
FULTON,CP083,CP083
FULTON,CP08A,CP08A
FULTON,EP01A,EP01A
FULTON,EP01B,EP01B
FULTON,EP02A,EP02A
FULTON,EP02B,EP02B
FULTON,EP02C,EP02C
FULTON,EP02D,EP02D
FULTON,EP02E,EP02E
FULTON,EP03A,EP03A
FULTON,EP03B,EP03B
FULTON,EP04A,EP04A
FULTON,EP04B,EP04B
FULTON,EP04C,EP04C
FULTON,FA01A,FA01A
FULTON,FA01B,FA01B
FULTON,FA01C,FA01C
FULTON,FA01D,FA01D
FULTON,FC01,FC01
FULTON,FC02,FC02
FULTON,FC03,FC03
FULTON,HP01,HP01
FULTON,JC01,JC01
FULTON,JC01A,JC01A
FULTON,JC02,JC02
FULTON,JC03A,JC03A
FULTON,JC03B,JC03B
FULTON,JC04A,JC04A
FULTON,JC04B,JC04B
FULTON,JC04C,JC04C
FULTON,JC05,JC05
FULTON,JC06,JC06
FULTON,JC07,JC07
FULTON,JC08,JC08
FULTON,JC09,JC09
FULTON,JC10,JC10
FULTON,JC11,JC11
FULTON,JC12,JC12
FULTON,JC13A,JC13A
FULTON,JC13B,JC13B
FULTON,JC14,JC14
FULTON,JC15,JC15
FULTON,JC16,JC16
FULTON,JC18,JC18
FULTON,JC19,JC19
FULTON,ML01A,ML01A
FULTON,ML01B,ML01B
FULTON,ML02A,ML02A
FULTON,ML02B,ML02B
FULTON,ML03,ML03
FULTON,ML03A,ML03A
FULTON,ML04,ML04
FULTON,ML05,ML05
FULTON,ML06A,ML06A
FULTON,ML06B,ML06B
FULTON,ML07A,ML07A
FULTON,ML07B,ML07B
FULTON,MP01,MP01
FULTON,PA01,PA01
FULTON,RW01,RW01
FULTON,RW02,RW02
FULTON,RW03,RW03
FULTON,RW04,RW04
FULTON,RW05,RW05
FULTON,RW06,RW06
FULTON,RW07A,RW07A
FULTON,RW07B,RW07B
FULTON,RW08,RW08
FULTON,RW09,RW09
FULTON,RW09A,RW09A
FULTON,RW10,RW10
FULTON,RW11A,RW11A
FULTON,RW12,RW12
FULTON,RW12A,RW12A
FULTON,RW13,RW13
FULTON,RW16,RW16
FULTON,RW17,RW17
FULTON,RW19,RW19
FULTON,RW20,RW20
FULTON,RW21,RW21
FULTON,RW22A,RW22A
FULTON,SC01A,SC01A
FULTON,SC01B,SC01B
FULTON,SC01C,SC01C
FULTON,SC02,SC02
FULTON,SC04,SC04
FULTON,SC05A,SC05A
FULTON,SC05B,SC05B
FULTON,SC05D,SC05D
FULTON,SC05E,SC05E
FULTON,SC07A,SC07A
FULTON,SC07C,SC07C
FULTON,SC07D,SC07D
FULTON,SC08B,SC08B
FULTON,SC08C,SC08C
FULTON,SC08D,SC08D
FULTON,SC08E,SC08E
FULTON,SC08F,SC08F
FULTON,SC08G,SC08G
FULTON,SC09A,SC09A
FULTON,SC09B,SC09B
FULTON,SC09C,SC09C
FULTON,SC10,SC10
FULTON,SC11A,SC11A
FULTON,SC11B,SC11B
FULTON,SC13,SC13
FULTON,SC14A,SC14A
FULTON,SC15,SC15
FULTON,SC15A,SC15A
FULTON,SC16A,SC16A
FULTON,SC17A,SC17A
FULTON,SC17B,SC17B
FULTON,SC17C,SC17C
FULTON,SC18A,SC18A
FULTON,SC18B,SC18B
FULTON,SC18C,SC18C
FULTON,SC19A,SC19A
FULTON,SC19B,SC19B
FULTON,SC20,SC20
FULTON,SC211,SC211
FULTON,SC212,SC212
FULTON,SC23A,SC23A
FULTON,SC23B,SC23B
FULTON,SC23C,SC23C
FULTON,SC27,SC27
FULTON,SC29A,SC29A
FULTON,SC30A,SC30A
FULTON,SC30B,SC30B
FULTON,SS01,SS01
FULTON,SS02A,SS02A
FULTON,SS02B,SS02B
FULTON,SS03,SS03
FULTON,SS04,SS04
FULTON,SS05,SS05
FULTON,SS06,SS06
FULTON,SS07A,SS07A
FULTON,SS07B,SS07B
FULTON,SS07C,SS07C
FULTON,SS08A,SS08A
FULTON,SS08B,SS08B
FULTON,SS08C,SS08C
FULTON,SS08D,SS08D
FULTON,SS09A,SS09A
FULTON,SS09B,SS09B
FULTON,SS11A,SS11A
FULTON,SS11B,SS11B
FULTON,SS11C,SS11C
FULTON,SS11D,SS11D
FULTON,SS12,SS12
FULTON,SS13A,SS13A
FULTON,SS13B,SS13B
FULTON,SS14,SS14
FULTON,SS15A,SS15A
FULTON,SS15B,SS15B
FULTON,SS16,SS16
FULTON,SS17,SS17
FULTON,SS18A,SS18A
FULTON,SS18B,SS18B
FULTON,SS19A,SS19A
FULTON,SS19B,SS19B
FULTON,SS20,SS20
FULTON,SS22,SS22
FULTON,SS26,SS26
FULTON,SS29A,SS29A
FULTON,SS31,SS31
FULTON,UC01A,UC01A
FULTON,UC01B,UC01B
FULTON,UC01E,UC01E
FULTON,UC02A,UC02A
FULTON,UC02B,UC02B
FULTON,UC02C,UC02C
FULTON,UC031,UC031
FULTON,UC032,UC032
GILMER,01,Ellijay South
GILMER,02,Cartecay
GILMER,03,Tails Creek
GILMER,04,Town Creek
GILMER,05,Leaches
GILMER,06,Cherry Log
GILMER,07,Boardtown
GILMER,08,Mountaintown
GILMER,09,East Ellijay
GILMER,10,Ellijay North
GILMER,11,Yukon
GILMER,12,Big Creek
GILMER,13,Ellijay Northeast
GLASCOCK,EDGH,Edgehill
GLASCOCK,GIBS,Gibson
GLASCOCK,MILL,Mill
GLASCOCK,MITC,Mitchell
GLYNN,1713,Sterling Elementary
GLYNN,1923,Brookman
GLYNN,1933,Satilla Marshes
GLYNN,1943,Blythe Island Baptist
GLYNN,2713,Christian Renewal
GLYNN,2923,Hampton River
GLYNN,2933,St William Catholic Church
GLYNN,2943,First Baptist
GLYNN,2953,Jekyll Island
GLYNN,3713,Sterling Church of God
GLYNN,3723,SE Baptist Bldg
GLYNN,3733,Career Academy
GLYNN,3743,C B Greer School
GLYNN,4913,Ballard
GLYNN,4923,Northside Baptist
GLYNN,4933,The Chapel
GLYNN,5913,College Place UMC
GLYNN,5923,Howard Coffin Park
GLYNN,5933,Urbana-Perry Parks
GLYNN,5943,Selden Park
GORDON,1054,Sugar Valley
GORDON,1055,Plainville
GORDON,1056,Sonoraville
GORDON,1063,Pine Chapel
GORDON,1064,Oostanaula
GORDON,1235,Oakman
GORDON,849-A,Gordon County
GORDON,849-B,Calhoun City
GORDON,856,Lily Pond
GORDON,874,Fairmount
GORDON,973,Red Bud
GORDON,980,Resaca
GRADY,B,Blowing Cave
GRADY,C04,Cairo 4th District
GRADY,C05,Cairo 5th District
GRADY,D,Duncanville
GRADY,H,Higdon
GRADY,L,Limesink
GRADY,M,Midway
GRADY,P,Pine Park
GRADY,R,Ragan
GRADY,S,Spence
GRADY,SH,Spring Hill
GRADY,W,Whigham
GRADY,WL,Woodland
GREENE,001,Greensboro
GREENE,004,Union Point
GREENE,005,Siloam
GREENE,006,White Plains
GREENE,008,Old Salem
GWINNETT,001,HARBINS A
GWINNETT,002,ROCKBRIDGE A
GWINNETT,003,DACULA
GWINNETT,004,SUWANEE A
GWINNETT,005,BAYCREEK A
GWINNETT,006,GOODWINS A
GWINNETT,007,DULUTH A
GWINNETT,008,DUNCANS A
GWINNETT,009,PUCKETTS A
GWINNETT,010,CATES A
GWINNETT,011,BERKSHIRE A
GWINNETT,012,BERKSHIRE B
GWINNETT,013,DUNCANS C
GWINNETT,014,GARNERS A
GWINNETT,015,LAWRENCEVILLE A
GWINNETT,016,LAWRENCEVILLE B
GWINNETT,017,MARTINS A
GWINNETT,018,MARTINS B
GWINNETT,019,MARTINS C
GWINNETT,020,PINCKNEYVILLE A
GWINNETT,021,PINCKNEYVILLE B
GWINNETT,022,PINCKNEYVILLE C
GWINNETT,023,PINCKNEYVILLE D
GWINNETT,024,SUGAR HILL A
GWINNETT,025,SUGAR HILL B
GWINNETT,026,HOG MOUNTAIN A
GWINNETT,027,HOG MOUNTAIN B
GWINNETT,028,ROCKYCREEK A
GWINNETT,029,CATES B
GWINNETT,030,CATES C
GWINNETT,031,HOG MOUNTAIN D
GWINNETT,032,BERKSHIRE D
GWINNETT,033,BERKSHIRE E
GWINNETT,034,BERKSHIRE F
GWINNETT,035,CATES D
GWINNETT,036,CATES E
GWINNETT,037,PINCKNEYVILLE E
GWINNETT,038,PINCKNEYVILLE F
GWINNETT,039,DUNCANS D
GWINNETT,040,PINCKNEYVILLE H
GWINNETT,041,BAYCREEK B
GWINNETT,042,LAWRENCEVILLE C
GWINNETT,043,MARTINS D
GWINNETT,044,ROCKBRIDGE B
GWINNETT,045,GARNERS B
GWINNETT,046,CATES F
GWINNETT,047,CATES G
GWINNETT,048,DULUTH B
GWINNETT,049,GARNERS C
GWINNETT,050,PINCKNEYVILLE I
GWINNETT,051,PINCKNEYVILLE J
GWINNETT,052,BERKSHIRE G
GWINNETT,053,CATES H
GWINNETT,054,SUGAR HILL C
GWINNETT,055,SUGAR HILL D
GWINNETT,056,DULUTH C
GWINNETT,057,DULUTH D
GWINNETT,058,PINCKNEYVILLE K
GWINNETT,059,PINCKNEYVILLE N
GWINNETT,060,LAWRENCEVILLE D
GWINNETT,061,LAWRENCEVILLE E
GWINNETT,062,PINCKNEYVILLE L
GWINNETT,063,PINCKNEYVILLE M
GWINNETT,064,GARNERS D
GWINNETT,065,BERKSHIRE H
GWINNETT,066,PINCKNEYVILLE O
GWINNETT,067,PUCKETTS E
GWINNETT,068,CATES I
GWINNETT,069,CATES J
GWINNETT,070,GOODWINS B
GWINNETT,071,LAWRENCEVILLE F
GWINNETT,072,MARTINS E
GWINNETT,073,PINCKNEYVILLE P
GWINNETT,074,PINCKNEYVILLE Q
GWINNETT,075,ROCKBRIDGE C
GWINNETT,076,ROCKBRIDGE D
GWINNETT,077,GOODWINS C
GWINNETT,078,BAYCREEK K
GWINNETT,079,CATES K
GWINNETT,080,BAYCREEK C
GWINNETT,081,CATES L
GWINNETT,082,DULUTH E
GWINNETT,083,GOODWINS D
GWINNETT,084,LAWRENCEVILLE G
GWINNETT,085,LAWRENCEVILLE H
GWINNETT,086,MARTINS F
GWINNETT,087,PINCKNEYVILLE S
GWINNETT,088,ROCKBRIDGE E
GWINNETT,089,SUGAR HILL E
GWINNETT,090,LAWRENCEVILLE I
GWINNETT,091,BAYCREEK D
GWINNETT,092,BERKSHIRE J
GWINNETT,093,CATES M
GWINNETT,094,CATES N
GWINNETT,095,DULUTH F
GWINNETT,096,DULUTH G
GWINNETT,097,GOODWINS E
GWINNETT,098,GOODWINS F
GWINNETT,099,PINCKNEYVILLE T
GWINNETT,100,SUWANEE B
GWINNETT,101,PINCKNEYVILLE U
GWINNETT,102,PUCKETTS B
GWINNETT,103,BERKSHIRE L
GWINNETT,104,ROCKBRIDGE F
GWINNETT,105,SUGAR HILL F
GWINNETT,106,SUWANEE C
GWINNETT,107,CATES O
GWINNETT,108,BAYCREEK E
GWINNETT,109,BERKSHIRE M
GWINNETT,110,MARTINS G
GWINNETT,111,DULUTH H
GWINNETT,112,BERKSHIRE N
GWINNETT,113,PINCKNEYVILLE V
GWINNETT,114,PINCKNEYVILLE W
GWINNETT,115,MARTINS H
GWINNETT,116,MARTINS I
GWINNETT,117,MARTINS J
GWINNETT,118,GARNERS F
GWINNETT,119,BERKSHIRE O
GWINNETT,120,BERKSHIRE P
GWINNETT,121,PINCKNEYVILLE X
GWINNETT,122,ROCKBRIDGE G
GWINNETT,123,PINCKNEYVILLE Y
GWINNETT,124,GOODWINS G
GWINNETT,125,PINCKNEYVILLE Z
GWINNETT,126,PINCKNEYVILLE A1
GWINNETT,127,LAWRENCEVILLE J
GWINNETT,128,GOODWINS H
GWINNETT,129,DUNCANS B
GWINNETT,130,SUWANEE D
GWINNETT,131,SUWANEE E
GWINNETT,132,LAWRENCEVILLE K
GWINNETT,133,HARBINS B
GWINNETT,134,BAYCREEK F
GWINNETT,135,PUCKETTS C
GWINNETT,136,HOG MOUNTAIN C
GWINNETT,137,ROCKYCREEK B
GWINNETT,138,DULUTH I
GWINNETT,139,MARTINS K
GWINNETT,140,SUWANEE H
GWINNETT,141,SUGAR HILL G
GWINNETT,142,SUWANEE F
GWINNETT,143,LAWRENCEVILLE L
GWINNETT,144,LAWRENCEVILLE M
GWINNETT,145,BAYCREEK G
GWINNETT,146,BAYCREEK H
GWINNETT,147,BAYCREEK I
GWINNETT,148,BERKSHIRE Q
GWINNETT,149,GOODWINS I
GWINNETT,150,DULUTH K
GWINNETT,151,HARBINS C
GWINNETT,152,ROCKYCREEK C
GWINNETT,153,LAWRENCEVILLE N
GWINNETT,154,PUCKETTS D
GWINNETT,155,SUWANEE G
GWINNETT,156,BAYCREEK J
HABERSHAM,01,Habersham North
HABERSHAM,02,Habersham South
HABERSHAM,03,Demorest
HABERSHAM,04,Town of Mt Airy
HABERSHAM,05,City of Baldwin
HABERSHAM,06,Mud Creek
HABERSHAM,07,Amys Creek
HALL,001,Wilson
HALL,002,Chicopee
HALL,003,Oakwood I
HALL,004,Oakwood II
HALL,005,Flowery Branch I
HALL,006,Flowery Branch II
HALL,007,Roberts
HALL,008,Morgan I
HALL,009,Morgan II
HALL,010,Candler
HALL,011,Tadmore
HALL,012,Glade
HALL,013,Lula
HALL,014,Clermont
HALL,015,Quillians
HALL,016,Bark Camp
HALL,017,Chestatee
HALL,018,Fork
HALL,019,Whelchel
HALL,020,West Whelchel
HALL,021,Gainesville I
HALL,022,Gainesville II
HALL,023,Gainesville III
HALL,024,Gainesville IV
HALL,025,Gainesville V
HALL,026,Gillsville
HALL,027,Big Hickory
HALL,028,Friendship I
HALL,029,Friendship II
HALL,030,Friendship III
HALL,031,Friendship IV
HANCOCK,1A,Devereux Fire Station
HANCOCK,1B,St Mark
HANCOCK,2A,Courthouse
HANCOCK,2B,Second Beulah
HANCOCK,3A,Mayfield Community Center
HANCOCK,3B,Power of God
HANCOCK,3C,Warren Chapel
HANCOCK,4A,Youth Center
HANCOCK,4B,Second Darrien
HANCOCK,4C,Sparta 4C
HARALSON,02,Bremen
HARALSON,03,Buchanan
HARALSON,04,Buncombe
HARALSON,05,Corinth
HARALSON,06,Twentieth
HARALSON,07,Felton
HARALSON,08,Little Creek
HARALSON,09,Mt View
HARALSON,10,Seventh
HARALSON,11,Berea-Steadman
HARALSON,12,Tallapoosa
HARALSON,13,Waco
HARRIS,CA,Cataula
HARRIS,EL,Ellerslie
HARRIS,GM,Goodman
HARRIS,HA,Hamilton
HARRIS,L9,Lower 19th
HARRIS,MG,Mulberry Grove
HARRIS,PV,Pine Mountain Valley
HARRIS,SK,Skinner
HARRIS,U9,Upper 19th
HARRIS,VP,Valley Plains
HARRIS,WA,Waverly Hall
HARRIS,WH,Whitesville
HART,2,Hartwell
HART,3,Goldmine
HART,4,Cokesbury
HART,5,Reed Creek
HART,6,Bowersville
HART,7,Shoal Creek
HART,8,Bio
HEARD,CEN,Centralhatchee
HEARD,COO,Cooksville-Corinth
HEARD,ENO,Enon Grove
HEARD,EPH,Ephesus
HEARD,FRA,Franklin
HEARD,SOU,Southwest
HENRY,25,Locust Grove
HENRY,26,Tussahaw
HENRY,27,Sandy Ridge
HENRY,28,Westside
HENRY,29,Lowes
HENRY,30,South Hampton
HENRY,31,North Hampton
HENRY,32,Mt Carmel
HENRY,33,Red Oak
HENRY,34,Wesley Lakes
HENRY,35,McDonough
HENRY,36,McMullen
HENRY,37,East Lake
HENRY,38,Hickory Flat
HENRY,39,Stockbridge East-West
HENRY,41,Stagecoach
HENRY,42,Cotton Indian
HENRY,43,Pleasant Grove
HENRY,44,Austin Road
HENRY,45,Swan Lake
HENRY,46,Shakerag
HENRY,47,Ellenwood
HENRY,48,Unity Grove
HENRY,49,Shiloh
HENRY,50,Pates Creek
HENRY,51,Oakland
HENRY,52,Lake Dow
HENRY,53,Flippen
HENRY,54,Stockbridge Central
HENRY,55,Kelleytown
HENRY,56,Lighthouse
HENRY,57,Dutchtown
HENRY,58,Mt Bethel
HENRY,59,Grove Park
HENRY,60,Lake Haven
HENRY,61,McDonough Central
HENRY,62,Timberridge
HOUSTON,ANNX,ANNX
HOUSTON,BMS,BMS
HOUSTON,CENT,CENT
HOUSTON,CGTC,CGTC
HOUSTON,FMMS,FMMS
HOUSTON,HAFS,HAFS
HOUSTON,HCTC,HCTC
HOUSTON,HEFS,HEFS
HOUSTON,HHPC,HHPC
HOUSTON,MCMS,MCMS
HOUSTON,NSES,NSES
HOUSTON,RECR,RECR
HOUSTON,ROZR,ROZR
HOUSTON,TMS,TMS
HOUSTON,TWPK,TWPK
HOUSTON,VHS,VHS
IRWIN,0901,Irwinville
IRWIN,1529,Ocilla
IRWIN,1753,Holt
JACKSON,1000,Central Jackson
JACKSON,2000,North Jackson
JACKSON,3000,West Jackson
JACKSON,4000,South Jackson
JASPER,290,Wyatt
JASPER,295,Monticello
JASPER,296,Martin-Burney
JEFF DAVIS,100,Hazlehurst
JEFF DAVIS,201,Altamaha 1
JEFF DAVIS,202,Altamaha 2
JEFF DAVIS,301,Blackburn 1
JEFF DAVIS,302,Blackburn 2
JEFF DAVIS,401,Whitehead 1
JEFF DAVIS,402,Whitehead 2
JEFF DAVIS,501,Ocmulgee 1
JEFF DAVIS,502,Ocmulgee 2
JEFFERSON,0076,Stapleton Crossroads
JEFFERSON,0077,Matthews
JEFFERSON,0081,Wrens
JEFFERSON,0082,Louisville
JEFFERSON,0083,Wadley
JEFFERSON,0085,Bartow
JEFFERSON,1460,Stapleton
JEFFERSON,1593,Avera
JENKINS,1,Primary School
JENKINS,2,Court House
JENKINS,3,Perkins
JENKINS,4,Senior Citizens Center
JENKINS,5,Four Points
JOHNSON,1201,Wrightsville
JOHNSON,1266,Smith
JOHNSON,1301,Bray
JOHNSON,55,Kite
JONES,1,Gray
JONES,10,Hawkins
JONES,11,Ethridge
JONES,2,Clinton
JONES,3,Roberts
JONES,4,Davidson
JONES,5,Pope
JONES,6,Barron
JONES,8,Sanders
JONES,9,Finney
LAMAR,1711,Barnesville
LAMAR,1712A,Chappell Mill V FD
LAMAR,1712B,Senior Citizen Bldg
LAMAR,1712C,Redbone
LAMAR,1713,L C S C
LAMAR,1714,Milner
LANIER,1,Lakeland
LAURENS,03,FBC-FLC
LAURENS,04,Calhoun Park
LAURENS,05,Fire Dept Sta 5
LAURENS,07,Buckeye
LAURENS,08,Burch
LAURENS,10,Cadwell
LAURENS,11,Brewton
LAURENS,12,Dudley
LAURENS,13,Hampton Mill
LAURENS,14,Harvard
LAURENS,15,Minter
LAURENS,16,Rural Fire Sta 17
LAURENS,18,W T Adams Fire Sta 18
LAURENS,19,Reedy Springs
LAURENS,21,Smith
LAURENS,22,LCFS 10 Valambrosia
LEE,1,Chokee
LEE,10,Redbone
LEE,2,Smithville
LEE,3,CJC
LEE,4,Leesburg
LEE,5,Friendship Baptist
LEE,6,First Baptist
LEE,7,SDA Church
LEE,8,Flint Reformed Baptist
LEE,9,Century Fire Station
LIBERTY,1,Riceboro Youth Center
LIBERTY,10,Lyman Hall School
LIBERTY,11,Lewis Frasier School
LIBERTY,12,Memorial Dr East
LIBERTY,13,Button Gwinnett
LIBERTY,14,Town of Allenhurst
LIBERTY,2,Hinesville
LIBERTY,3,Liberty County Complex
LIBERTY,4,Walthourville
LIBERTY,5,Fleming West
LIBERTY,6,Fleming East
LIBERTY,7,Gum Branch
LIBERTY,9,Hinesville Lodge 271
LINCOLN,1-A,Midway
LINCOLN,1-B,Lincoln Club House
LINCOLN,2,Lincoln Center
LINCOLN,3-A,Faith Temple of Lincoln
LINCOLN,3-B,Tabernacle
LINCOLN,4-A,Bethany Church
LINCOLN,4-B,Martins Crossroad
LONG,1,Beards Creek
LONG,2,Rye Patch/Oak Dale
LONG,3,South Ludowici
LONG,4,North Ludowici
LONG,5,Tibet
LONG,6,Alma Flournoy
LONG,7,Faith Baptist Annex
LOWNDES,001,Hahira Train Depot
LOWNDES,002,Trinity
LOWNDES,003,Northside
LOWNDES,004,Naylor
LOWNDES,005,Rainwater
LOWNDES,006,Mildred
LOWNDES,007,Clyattville
LOWNDES,008,Dasher
LOWNDES,009,S Lowndes
LOWNDES,010,VSU UC # 2
LOWNDES,011,Jaycee Shack
LOWNDES,012,Northgate Assembly
LOWNDES,013,Mt Calvary
LUMPKIN,DA,Dahlonega
MACON,1,Ideal
MACON,2,Oglethorpe
MACON,3,Marshallville
MACON,4,Montezuma #4
MACON,5,Montezuma #5
MADISON,COB,Colbert
MADISON,COL,Collins
MADISON,COM,Comer
MADISON,DAN,Danielsville
MADISON,FOR,Fork
MADISON,HAR,Harrison
MADISON,HUL,Hull
MADISON,ILA,Ila
MADISON,MIL,Mill
MADISON,PAO,Paoli
MADISON,PIT,Pittman
MADISON,POC,Poca
MARION,339,Pineknot
MARION,807,Buena Vista
MARION,808,Tazewell
MARION,948,Brantley
MARION,955,Fort Perry
MCDUFFIE,131,131
MCDUFFIE,132,132
MCDUFFIE,133A,133A
MCDUFFIE,133B,133B
MCDUFFIE,134,134
MCDUFFIE,135,135
MCDUFFIE,136,136
MCDUFFIE,137,137
MCDUFFIE,139,139
MCINTOSH,1312,Sapelo Island
MCINTOSH,1480,Townsend
MCINTOSH,1515,Crescent
MCINTOSH,1771,Darien
MCINTOSH,22,South Newport
MCINTOSH,271,North Darien
MERIWETHER,01,Chalybeate
MERIWETHER,02,Gill I
MERIWETHER,03,Gill II
MERIWETHER,04,Odessadale
MERIWETHER,05,Greenville
MERIWETHER,06,Lone Oak
MERIWETHER,07,Luthersville
MERIWETHER,08,Alvaton
MERIWETHER,09,Gay
MERIWETHER,10,Woodbury
MERIWETHER,11,Warm Springs
MERIWETHER,12,Durand
MERIWETHER,13,Raleigh
MERIWETHER,14,Cove
MILLER,1,Colquitt-Miller
MITCHELL,BA,Baconton
MITCHELL,BV,Branchville
MITCHELL,CN,Camilla North
MITCHELL,CS,Camilla South
MITCHELL,CT,Cotton
MITCHELL,HF,Hopeful
MITCHELL,HI,Hinsonton
MITCHELL,LS,Lester
MITCHELL,PC,Pebble City
MITCHELL,PE,Pelham
MITCHELL,SC,Sale City
MONROE,01,Bentons
MONROE,02,Brantleys
MONROE,03,Burgays
MONROE,04,Cabaniss
MONROE,05,Cox
MONROE,06,Culloden
MONROE,07,Dillards
MONROE,08,Evers
MONROE,09,Forsyth
MONROE,10,High Falls
MONROE,11,Kelseys
MONROE,12,Middlebrooks
MONROE,13,Proctors
MONROE,14,Russellville
MONTGOMERY,01,Ailey
MONTGOMERY,02,Alston
MONTGOMERY,03,Higgston
MONTGOMERY,04,Kibbee
MONTGOMERY,05,Mount Vernon
MONTGOMERY,06,Tarrytown
MONTGOMERY,07,Uvalda
MORGAN,01,Northeast Morgan
MORGAN,02,East Morgan
MORGAN,03,Beth/Springfield
MORGAN,04,Central Morgan
MORGAN,05,Clacks Chapel
MORGAN,06,West Morgan
MORGAN,07,North Morgan
MURRAY,1013,McDonald
MURRAY,1039,Shuck Pen
MURRAY,1291,Southwest
MURRAY,1895,Spring Place
MURRAY,824,Town
MURRAY,872,Carters-Doolittle
MURRAY,874,North
MUSCOGEE,101,Wynnton/Britt
MUSCOGEE,102,Carver/Mack
MUSCOGEE,103,St John/Belvedere
MUSCOGEE,104,Britt David
MUSCOGEE,105,St Peter
MUSCOGEE,106,Cornerstone
MUSCOGEE,107,Columbus Tech
MUSCOGEE,108,St Mark/Heiferhorn
MUSCOGEE,109,Wynnbrook
MUSCOGEE,110,Cusseta Rd
MUSCOGEE,112,Our Lady of Lourdes
MUSCOGEE,113,Mt Pilgrim
MUSCOGEE,114,Faith Tabernacle
MUSCOGEE,115,Canaan
MUSCOGEE,116,Holsey/Buena Vista
MUSCOGEE,117,Gentian/Reese
MUSCOGEE,118,St Paul/Clubview
MUSCOGEE,119,Moon/Morningside
MUSCOGEE,120,St Andrews/Midland
MUSCOGEE,121,Salvation Army
MUSCOGEE,122,First African
MUSCOGEE,124,Epworth UMC
MUSCOGEE,125,Marianna Gallops
MUSCOGEE,126,Edgewood Baptist
MUSCOGEE,127,Psalmond/Mathews
NEWTON,01,City Pond
NEWTON,02,Town
NEWTON,03,Almon
NEWTON,04,Alcovy
NEWTON,05,Covington Mills
NEWTON,06,Brewers
NEWTON,07,Brick Store
NEWTON,08,Cedar Shoals
NEWTON,09,Livingston
NEWTON,10,Downs
NEWTON,12,Gum Creek
NEWTON,13,Beaverdam
NEWTON,14,Leguinn
NEWTON,15,Mansfield
NEWTON,16,Newborn
NEWTON,17,Oxford
NEWTON,18,Rocky Plains
NEWTON,19,Buck Creek
NEWTON,20,Stansells
NEWTON,23,Fairview
NEWTON,24,Crowell
NEWTON,25,Hub
OCONEE,01,City Hall
OCONEE,02,Colham Ferry
OCONEE,03,Antioch
OCONEE,04,Farmington
OCONEE,05,Bishop
OCONEE,06,High Shoals
OCONEE,07,North Oconee
OCONEE,08,Dark Corner
OCONEE,09,Bogart
OCONEE,10,Marswood Hall
OCONEE,11,East Oconee
OCONEE,12,Civic Center
OGLETHORPE,BV,Beaverdam
OGLETHORPE,CR,Crawford
OGLETHORPE,LX,Lexington
PAULDING,0001B,Burnt Hickory Park
PAULDING,0002C,Crossroads Library
PAULDING,0003C,Shelton Elementary
PAULDING,0004C,Russom Elementary
PAULDING,0005C,Paulding Sr Center
PAULDING,0006B,Legacy Bapt Church
PAULDING,0007B,Watson Govt Cmplx
PAULDING,0008C,West Ridge Church
PAULDING,0009B,Events Place
PAULDING,0010B,Poplar Sprgs Bapt Church
PAULDING,0011C,D Wright Innovation Ctr
PAULDING,0012C,Taylor Farm Park
PAULDING,0013B,Nebo Elem School
PAULDING,0014B,White Oak Park
PAULDING,0015C,Mulberry Rock Park
PAULDING,0016C,Beulahland Baptist Church
PAULDING,0017C,Paulding County Airport
PAULDING,0018C,Picketts Mill Baptist Church
PAULDING,0019C,Dobbins Middle School
PEACH,B1,Byron 1
PEACH,B2,Byron 2
PEACH,C1,Claude
PEACH,F1,Fort Valley 1
PEACH,F2,Fort Valley 2
PEACH,F3,Fort Valley 3
PEACH,P1,Powersville
PICKENS,1,Yellow Creek
PICKENS,10,Sharptop
PICKENS,11,Appalachian
PICKENS,12,Refuge
PICKENS,2,Hill
PICKENS,3,Hinton
PICKENS,4,Jerusalem
PICKENS,5,Ludville
PICKENS,6,Nelson
PICKENS,7,Talking Rock
PICKENS,8,Jasper
PICKENS,9,Tate
